date,site,Plot,Treatment,Microsite,Cycle,HHMMSS,FTime,EFFLUX,RHcmbr%,Tsoil_C,Tsch_C
180913,BlackPoint,1,Exl,IC,1,10:33:57,282,0.454,1.36,21.77,24.16
180913,BlackPoint,1,Exl,IC,2,10:35:59,403.5,0.422,1.96,22.82,24.97
180913,BlackPoint,1,Exl,IC,3,10:38:08,533,0.425,2.47,22.43,25.71
180913,BlackPoint,1,Exl,IC,4,10:40:19,664,0.413,2.92,22.56,26.4
180913,BlackPoint,1,Exl,Can,1,10:42:55,819.5,0.245,-0.33,22.58,26.33
180913,BlackPoint,1,Exl,Can,2,10:45:07,952,0.32,0.28,22.66,26.25
180913,BlackPoint,1,Exl,Can,3,10:47:18,1082.5,0.312,0.76,22.78,26.03
180913,BlackPoint,1,Exl,Can,4,10:49:21,1206,0.33,1.15,22.89,25.95
180913,BlackPoint,3,Ctrl,IC,1,10:52:46,1410.5,0.5,0.33,20.93,26.28
180913,BlackPoint,3,Ctrl,IC,2,10:54:49,1534,0.492,1.27,20.91,26.62
180913,BlackPoint,3,Ctrl,IC,3,10:56:54,1659,0.506,1.98,20.94,27.02
180913,BlackPoint,3,Ctrl,IC,4,10:58:57,1782,0.511,2.6,20.99,27.32
180913,BlackPoint,3,Ctrl,Can,1,11:01:16,1921,0.411,0.53,21.25,27.28
180913,BlackPoint,3,Ctrl,Can,2,11:03:26,2051,0.423,1.43,21.06,27.39
180913,BlackPoint,3,Ctrl,Can,3,11:05:29,2174,0.479,2.09,21.14,27.46
180913,BlackPoint,3,Ctrl,Can,4,11:07:45,2310,0.481,2.67,21.19,27.72
180913,BlackPoint,9,Add,IC,1,11:11:00,2505,0.612,-0.37,22.38,28.64
180913,BlackPoint,9,Add,IC,2,11:12:57,2622.5,0.482,0.4,22.37,28.81
180913,BlackPoint,9,Add,IC,3,11:15:06,2751,0.45,0.98,22.42,29.04
180913,BlackPoint,9,Add,IC,4,11:17:01,2866.5,0.428,1.42,22.31,29.29
180913,BlackPoint,9,Add,Can,1,11:19:36,3021,0.295,-0.83,22.21,30.1
180913,BlackPoint,9,Add,Can,2,11:21:54,3159.5,0.311,-0.25,22.25,30.32
180913,BlackPoint,9,Add,Can,3,11:23:55,3280,0.31,0.2,22.33,30.53
180913,BlackPoint,9,Add,Can,4,11:25:53,3398.5,0.343,0.77,22.33,30.64
180913,BlackPoint,2,Exl,IC,1,11:28:53,3578.5,0.413,-1.32,26.8,31.83
180913,BlackPoint,2,Exl,IC,2,11:30:53,3698.5,0.377,-0.97,27.25,32.05
180913,BlackPoint,2,Exl,IC,3,11:32:53,3818,0.356,-0.73,27.57,32.29
180913,BlackPoint,2,Exl,IC,4,11:34:53,3938.5,0.34,-0.53,27.78,32.38
180913,BlackPoint,2,Exl,Can,1,11:37:32,4097,0.354,-0.72,27.99,32.15
180913,BlackPoint,2,Exl,Can,2,11:39:52,4237,0.316,0.06,28.16,32.18
180913,BlackPoint,2,Exl,Can,3,11:42:05,4370,0.343,0.59,28.23,32.32
180913,BlackPoint,2,Exl,Can,4,11:44:18,4503,0.315,1.05,28.32,32.47
180913,BlackPoint,5,Ctrl,IC,1,11:47:53,4718.5,0.468,-0.12,23.58,32.76
180913,BlackPoint,5,Ctrl,IC,2,11:49:46,4831,0.472,0.57,23.52,32.96
180913,BlackPoint,5,Ctrl,IC,3,11:51:56,4961,0.476,1.22,23.51,33.08
180913,BlackPoint,5,Ctrl,IC,4,11:54:02,5087,0.47,1.78,23.6,33.37
180913,BlackPoint,5,Ctrl,Can,1,11:56:49,5254.5,0.516,0.59,23.77,32.99
180913,BlackPoint,5,Ctrl,Can,2,11:58:52,5377,0.523,1.49,23.75,32.98
180913,BlackPoint,5,Ctrl,Can,3,12:00:49,5494,0.557,2.17,23.79,32.86
