date,site,Plot,Treatment,Microsite,Cycle,HHMMSS,FTime,EFFLUX,RHcmbr%,Tsoil_C,Tsch_C
180913,BlackPoint,5,Ctrl,Can,4,12:02:43,5608.5,0.567,2.73,23.81,32.86
180913,BlackPoint,10,Add,IC,1,12:06:17,5822,0.586,-0.38,25.66,33.47
180913,BlackPoint,10,Add,IC,2,12:08:10,5935,0.562,0.25,25.77,33.8
180913,BlackPoint,10,Add,IC,3,12:10:03,6048,0.569,0.71,25.94,34.04
180913,BlackPoint,10,Add,IC,4,12:11:56,6161,0.561,1.1,26.08,34.25
180913,BlackPoint,10,Add,Can,1,12:14:27,6312,0.519,0.54,26.3,34.63
180913,BlackPoint,10,Add,Can,2,12:16:24,6429.5,0.521,1.28,26.44,34.79
180913,BlackPoint,10,Add,Can,3,12:18:37,6562,0.495,1.9,26.56,34.98
180913,BlackPoint,10,Add,Can,4,12:20:34,6679.5,0.525,2.3,26.67,35.09
180913,BlackPoint,4,Exl,IC,1,12:23:52,6878,0.494,-0.04,28.41,35.61
180913,BlackPoint,4,Exl,IC,2,12:25:51,6997,0.466,0.73,28.63,35.81
180913,BlackPoint,4,Exl,IC,3,12:27:44,7109.5,0.451,1.26,28.62,35.95
180913,BlackPoint,4,Exl,IC,4,12:29:45,7231,0.465,1.78,28.55,36.12
180913,BlackPoint,4,Exl,Can,1,12:32:38,7403.5,0.29,0.45,28.53,36.72
180913,BlackPoint,4,Exl,Can,2,12:35:30,7575.5,0.289,1.15,28.76,36.8
180913,BlackPoint,4,Exl,Can,3,12:38:19,7745,0.294,1.67,29.2,36.99
180913,BlackPoint,4,Exl,Can,4,12:41:03,7909,0.37,2.16,29.52,37.35
180913,BlackPoint,8,Ctrl,IC,1,12:45:26,8172,0.596,0.75,24.96,37.4
180913,BlackPoint,8,Ctrl,IC,2,12:47:20,8285.5,0.618,1.65,24.64,37.51
180913,BlackPoint,8,Ctrl,IC,3,12:49:13,8398.5,0.683,2.35,24.87,37.55
180913,BlackPoint,8,Ctrl,IC,4,12:51:06,8512,0.698,2.94,25.04,37.69
180913,BlackPoint,8,Ctrl,Can,1,12:54:15,8700.5,0.341,0.38,25.24,38.08
180913,BlackPoint,8,Ctrl,Can,2,12:56:11,8816.5,0.359,0.94,25.23,38.1
180913,BlackPoint,8,Ctrl,Can,3,12:58:03,8928.5,0.362,1.39,25.31,38.13
180913,BlackPoint,8,Ctrl,Can,4,13:00:05,9051,0.391,1.81,25.41,37.98
180913,BlackPoint,11,Add,IC,1,13:11:54,368,0.449,3.06,30.91,38.79
180913,BlackPoint,11,Add,IC,2,13:14:09,503.5,0.469,3.53,31.06,38.89
180913,BlackPoint,11,Add,IC,3,13:16:18,632.5,0.507,3.9,31.04,39.07
180913,BlackPoint,11,Add,IC,4,13:18:17,751,0.501,4.23,31.1,39.24
180913,BlackPoint,11,Add,Can,1,13:20:57,911,0.587,1.03,31.6,39.85
180913,BlackPoint,11,Add,Can,2,13:22:50,1024,0.448,1.73,31.58,40.01
180913,BlackPoint,11,Add,Can,3,13:24:47,1141,0.429,2.27,31.77,40.08
180913,BlackPoint,11,Add,Can,4,13:26:39,1253.5,0.409,2.68,31.86,40.3
