date,site,Plot,Treatment,Microsite,Cycle,HHMMSS,FTime,EFFLUX,RHcmbr%,Tsoil_C,Tsch_C
180607,Antelope,3,Ctrl,IC,1,12:48:32,333.5,0.266,3.52,41.21,37.5
180607,Antelope,3,Ctrl,IC,2,12:51:22,503.5,0.261,3.42,41.56,37.96
180607,Antelope,3,Ctrl,IC,3,12:53:46,647.5,0.237,3.34,41.67,38.36
180607,Antelope,3,Ctrl,IC,4,12:56:52,833.5,0.218,3.29,41.97,38.9
180607,Antelope,3,Ctrl,Can,1,13:01:54,1135.5,0.0691,2.58,42.75,41.58
180607,Antelope,3,Ctrl,Can,2,13:05:35,1357,0.109,2.39,43.22,42.48
180607,Antelope,3,Ctrl,Can,3,13:10:21,1642.5,0.128,2.32,43.7,43.09
180607,Antelope,3,Ctrl,Can,4,13:14:44,1906,0.135,2.33,43.87,43.6
180607,Antelope,4,Exl,IC,1,13:22:29,2371,0.152,2.23,38.63,43.42
180607,Antelope,4,Exl,IC,2,13:25:49,2571,0.11,2.29,38.2,43.21
180607,Antelope,4,Exl,IC,3,13:29:23,2785,0.185,2.38,38.26,43.01
180607,Antelope,4,Exl,IC,4,13:32:43,2984.5,0.139,2.47,38.27,42.8
180607,Antelope,4,Exl,Can,1,13:40:37,3458.5,0.19,2.71,37.79,42.59
180607,Antelope,4,Exl,Can,2,13:43:35,3636.5,0.0829,2.75,37.51,42.76
180607,Antelope,4,Exl,Can,3,13:47:14,3856,0.15,2.92,37.78,42.23
180607,Antelope,4,Exl,Can,4,13:50:22,4043.5,0.158,3.03,37.7,41.84
180607,Antelope,6,Ctrl,IC,1,13:56:19,4401,0.234,2,36.13,42.88
180607,Antelope,6,Ctrl,IC,2,13:58:49,4551,0.229,2.03,36.61,42.87
180607,Antelope,6,Ctrl,IC,3,14:01:18,4699.5,0.233,2.07,36.72,42.63
180607,Antelope,6,Ctrl,IC,4,14:03:46,4847.5,0.244,2.14,36.85,42.32
180607,Antelope,6,Ctrl,Can,1,14:08:15,5116.5,0.271,1.79,37.07,42.38
180607,Antelope,6,Ctrl,Can,2,14:11:03,5285,0.255,1.84,37.09,42.12
180607,Antelope,6,Ctrl,Can,3,14:13:21,5423,0.266,1.88,37.16,42.09
180607,Antelope,6,Ctrl,Can,4,14:16:04,5586,0.286,1.97,37.3,42.03
180607,Antelope,7,Ctrl,Can,1,14:24:46,6108.5,0.188,1.47,48.87,43.98
180607,Antelope,7,Ctrl,Can,2,14:29:20,6382.5,0.0784,1.46,49.49,44.03
180607,Antelope,7,Ctrl,Can,3,14:34:22,6684.5,0.102,1.48,49.94,44.18
180607,Antelope,7,Ctrl,Can,4,14:39:30,6992.5,0.136,1.54,51.11,44.19
180607,Antelope,7,Ctrl,Can,1,14:44:05,7267,0.152,1.27,46.91,46.22
180607,Antelope,7,Ctrl,Can,2,14:47:22,7464,0.156,1.29,47.03,45.57
180607,Antelope,7,Ctrl,Can,3,14:50:36,7658,0.182,1.31,47.04,45.43
180607,Antelope,7,Ctrl,Can,4,14:53:53,7855.5,0.149,1.34,46.59,45.15
