date,site,Plot,Treatment,Microsite,Cycle,HHMMSS,FTime,EFFLUX,RHcmbr%,Tsoil_C,Tsch_C
180912,BlueChute,1,Add,IC,1,10:24:03,99,2.65,-5.03,18.23,23.43
180912,BlueChute,1,Add,IC,2,10:24:45,140.5,2.53,-4.73,18.26,23.43
180912,BlueChute,1,Add,IC,3,10:25:32,187.5,2.43,-4.46,18.3,23.47
180912,BlueChute,1,Add,IC,4,10:26:14,230,2.53,-4.21,18.29,23.52
180912,BlueChute,1,Add,Can,1,10:28:33,369,2.06,-5.09,18.33,23.61
180912,BlueChute,1,Add,Can,2,10:29:59,455,2.17,-4.3,18.35,23.7
180912,BlueChute,1,Add,Can,3,10:31:21,537,2.31,-3.75,18.38,23.8
180912,BlueChute,1,Add,Can,4,10:32:43,618.5,2.24,-3.3,18.37,23.88
180912,BlueChute,2,Ctrl,IC,1,10:35:59,814.5,2.04,-4.9,18.41,24.45
180912,BlueChute,2,Ctrl,IC,2,10:37:39,914.5,2.03,-4.28,18.07,24.59
180912,BlueChute,2,Ctrl,IC,3,10:39:16,1012,2.04,-3.82,17.8,24.77
180912,BlueChute,2,Ctrl,IC,4,10:40:55,1110.5,2.03,-3.43,17.52,25.03
180912,BlueChute,2,Ctrl,Can,1,10:43:02,1237.5,1.83,-4.11,17.47,25.16
180912,BlueChute,2,Ctrl,Can,2,10:44:47,1343,1.87,-3.51,17.54,25.2
180912,BlueChute,2,Ctrl,Can,3,10:46:30,1445.5,1.88,-3.09,17.66,25.26
180912,BlueChute,2,Ctrl,Can,4,10:48:08,1543.5,1.9,-2.71,17.8,25.37
180912,BlueChute,4,Exl,IC,1,10:53:32,1868,1.14,-4.69,21.05,26.48
180912,BlueChute,4,Exl,IC,2,10:55:28,1984.5,1.01,-4.43,21.08,26.57
180912,BlueChute,4,Exl,IC,3,10:57:25,2101,1.01,-4.19,21.21,26.7
180912,BlueChute,4,Exl,IC,4,10:59:20,2216,1,-4,21.2,26.74
180912,BlueChute,4,Exl,Can,1,11:01:49,2364.5,1.2,-5.55,21.08,26.92
180912,BlueChute,4,Exl,Can,2,11:03:44,2480.5,1.2,-5.13,21.11,27.13
180912,BlueChute,4,Exl,Can,3,11:05:40,2596.5,1.24,-4.8,21.2,27.35
180912,BlueChute,4,Exl,Can,4,11:07:36,2712.5,1.23,-4.5,21.22,27.54
180912,BlueChute,3,Ctrl,Can,1,11:11:55,2971.5,1.35,-4.52,18.37,27.23
180912,BlueChute,3,Ctrl,Can,2,11:13:53,3089,1.27,-3.99,18.38,27.1
180912,BlueChute,3,Ctrl,Can,3,11:15:50,3206,1.4,-3.54,18.37,27.2
180912,BlueChute,3,Ctrl,Can,4,11:17:46,3322.5,1.4,-3.18,18.4,27.25
180912,BlueChute,3,Ctrl,Can,1,11:20:11,3467.5,1.1,-5.24,18.4,27.14
180912,BlueChute,3,Ctrl,Can,2,11:22:07,3583.5,1.15,-4.88,18.43,27.15
180912,BlueChute,3,Ctrl,Can,3,11:24:03,3699.5,1.23,-4.65,18.49,27
180912,BlueChute,3,Ctrl,Can,4,11:26:00,3816.5,1.21,-4.39,18.54,27.05
180912,BlueChute,6,Add,IC,1,11:29:08,4004.5,2.91,-4.5,19.27,27.76
180912,BlueChute,6,Add,IC,2,11:29:42,4038,2.89,-4.28,19.12,27.81
180912,BlueChute,6,Add,IC,3,11:30:14,4070.5,2.96,-4.07,19.07,27.87
180912,BlueChute,6,Add,IC,4,11:30:50,4106.5,2.97,-3.89,19.07,27.95
180912,BlueChute,6,Add,Can,1,11:32:51,4227.5,2.59,-4.48,19.18,28.11
180912,BlueChute,6,Add,Can,2,11:33:48,4284.5,2.75,-4.08,19.15,28.19
180912,BlueChute,6,Add,Can,3,11:34:47,4343.5,2.58,-3.87,19.15,28.05
180912,BlueChute,6,Add,Can,4,11:35:54,4410,2.49,-3.65,19.15,28.13
180912,BlueChute,8,Exl,IC,1,11:39:15,4611.5,1.29,-4.98,20.88,28.52
180912,BlueChute,8,Exl,IC,2,11:40:53,4709.5,1.32,-4.63,20.73,28.67
180912,BlueChute,8,Exl,IC,3,11:42:27,4803.5,1.36,-4.4,20.65,28.78
180912,BlueChute,8,Exl,IC,4,11:44:03,4899.5,1.32,-4.2,20.59,28.93
180912,BlueChute,8,Exl,Can,1,11:46:25,5041.5,0.906,-5.1,20.63,29.52
180912,BlueChute,8,Exl,Can,2,11:48:21,5157,0.913,-4.78,20.77,29.6
180912,BlueChute,8,Exl,Can,3,11:50:15,5271.5,0.918,-4.59,20.68,29.58
180912,BlueChute,8,Exl,Can,4,11:52:10,5386.5,0.93,-4.45,20.85,29.55
180912,BlueChute,5,Ctrl,IC,1,11:55:53,5609,2.3,-4.63,20.27,29.16
180912,BlueChute,5,Ctrl,IC,2,11:57:00,5676,2.12,-4.13,20.24,29.44
180912,BlueChute,5,Ctrl,IC,3,11:58:04,5740.5,2.19,-3.77,20.3,29.7
180912,BlueChute,5,Ctrl,IC,4,11:59:09,5805,2.21,-3.47,20.34,29.97
180912,BlueChute,5,Ctrl,Can,1,12:01:01,5917.5,1.8,-4.47,20.36,30.1
180912,BlueChute,5,Ctrl,Can,2,12:02:16,5992.5,1.84,-4.06,20.31,30.07
180912,BlueChute,5,Ctrl,Can,3,12:03:30,6066,1.83,-3.8,20.24,30.01
