Date/time,Sample,Details,soilmass_g,BulkDensity,soil_pctC,temperature,CO2(ppmv)
6/18/19 12:34,ARBCtrlP6Can0-5,60,50.04,6.885721715,2.414045036,25,2593.5
6/18/19 12:35,ARBExlP1Can0-5,61,49.98,7.453757348,3.765443398,25,4958
6/18/19 12:35,ARBExlP7Can0-5,62,49.99,4.58435403,2.948820289,25,2128.2
6/18/19 12:36,ARBExlP10Can0-5,63,50.01,5.953211491,2.789975877,25,2615.1
6/18/19 12:37,CCAddP4Can0-5,64,41.36,3.63030266,5.496050551,25,2611.5
6/18/19 12:37,CCAddP6Can0-5,65,49.99,2.902263254,5.5384163,25,2337.2
6/18/19 12:38,CCAddP11Can0-5,66,50.04,3.707268172,4.960470097,25,3125
6/18/19 12:39,CCCtrlP3Can0-5,67,26.17,4.284715531,4.98965572,25,1527.7
6/18/19 12:39,CCCtrlP7Can0-5,68,34.03,4.239693673,4.74882095,25,1502.9
6/18/19 12:39,CCCtrlP12Can0-5,69,50.02,2.229858526,5.354646547,25,3212
6/18/19 12:40,CCExlP2Can0-5,70,49.98,3.822913612,4.67942826,25,2412.3
6/18/19 12:40,CCExlP8Can0-5,71,32.24,3.55862298,4.31733105,25,1564.2
6/20/19 9:42,BPAddP10Can0-5,28,50,8.016174296,0.748699901,25,4755.8
6/20/19 9:43,BPAddP11Can0-5,29,50.06,7.456488414,0.480290587,25,4747.9
6/20/19 9:43,BPAddP12Can0-5,30,50,7.838763701,0.235865485,25,7593.5
6/20/19 9:44,BPCtrlP3Can0-5,31,50,8.97876347,0.384187018,25,3567.3
6/20/19 9:45,BPCtrlP5Can0-5,32,50,7.690169048,0.341550557,25,6992.1
6/20/19 9:45,BPCtrlP6Can0-5,33,50.02,7.047090405,0.74836677,25,5655.8
6/20/19 9:46,BPExlP1Can0-5,34,50.01,9.53965925,0.32887608,25,4474.9
6/20/19 9:47,BPExlP2Can0-5,35,49.97,10.32748793,0.85753604,25,6169.3
6/20/19 9:47,BPExlP7Can0-5,36,49.98,7.687769317,0.734357098,25,4994.1
6/20/19 9:48,ANTAddP2Can0-5,37,50,7.294341342,1.076290476,25,8416.2
6/20/19 9:49,ANTAddP5Can0-5,38,50,5.752237107,1.114535498,25,7368.9
6/20/19 9:50,ANTAddP11Can0-5,39,50.05,5.977610859,1.342524322,25,9774
6/20/19 9:54,ANTCtrlP7Can0-5,40,50.01,6.204208757,1.031900995,25,4378.1
6/20/19 9:55,ANTCtrlP8Can0-5,41,50.03,6.619347224,1.043835458,25,4446.7
6/20/19 9:55,ANTCtrlP10Can0-5,42,50.01,6.256742605,1.160754753,25,5761.2
6/20/19 9:56,ANTExlP6Can0-5,43,50,7.741090533,1.015403926,25,6715.6
6/20/19 9:56,ANTExlP9Can0-5,44,50.02,5.406542446,1.068618982,25,10179.4
6/20/19 9:57,ANTExlP12Can0-5,45,50.02,5.472881226,0.996569811,25,4297.8
6/20/19 10:00,BCAddP6Can0-5,46,50,6.077403086,2.36697454,25,6969.5
6/20/19 10:01,BCAddP9Can0-5,47,50.02,4.486408758,3.363955776,25,8145.6
6/20/19 10:02,BCAddP11Can0-5,48,50,5.317926348,2.112808283,25,6006.6
6/20/19 10:02,BCCtrlP2Can0-5,49,50,3.61524941,2.720803132,25,3037.6
6/20/19 10:03,BCCtrlP3Can0-5,50,50,4.127302522,3.103976423,25,3996.4
6/20/19 10:03,BCCtrlP5Can0-5,51,49.98,4.886900975,2.926136488,25,7023
6/20/19 10:10,BCExlP4Can0-5,52,50.01,3.912825784,3.051334163,25,7862
6/20/19 10:10,BCExlP8Can0-5,53,50.01,3.080074032,2.468175494,25,2883
6/20/19 10:11,BCExlP10Can0-5,54,50.03,5.421888651,3.478743104,25,6106.7
6/20/19 10:11,ARBAddP3Can0-5,55,50,6.081960817,2.893464885,25,12419.1
6/20/19 10:13,ARBAddP8Can0-5,56,50.04,6.268287418,2.838307935,25,10638.8
6/20/19 10:14,ARBAddP9Can0-5,57,50,7.557864451,2.556952278,25,8739.3
6/20/19 10:15,ARBCtrlP2Can0-5,58,50,5.908133,3.657894291,25,14424.5
6/20/19 10:16,ARBCtrlP5Can0-5,59,50.01,6.864405573,3.176974668,25,3836.9
6/20/19 10:17,ARBCtrlP6Can0-5,60,50.04,6.885721715,2.414045036,25,11007.9
6/20/19 10:18,ARBExlP1Can0-5,61,49.98,7.453757348,3.765443398,25,6828.1
6/20/19 10:20,ARBExlP7Can0-5,62,49.99,4.58435403,2.948820289,25,11441
6/20/19 10:21,ARBExlP10Can0-5,63,50.01,5.953211491,2.789975877,25,10634.7
6/20/19 10:27,CCAddP4Can0-5,64,41.36,3.63030266,5.496050551,25,20471.6
6/20/19 10:28,CCAddP6Can0-5,65,49.99,2.902263254,5.5384163,25,9699.1
6/20/19 10:30,CCAddP11Can0-5,66,50.04,3.707268172,4.960470097,25,13757.9
6/20/19 10:32,CCCtrlP3Can0-5,67,26.17,4.284715531,4.98965572,25,4227.2
6/20/19 10:33,CCCtrlP7Can0-5,68,34.03,4.239693673,4.74882095,25,9194.2
6/20/19 10:34,CCCtrlP12Can0-5,69,50.02,2.229858526,5.354646547,25,21367.8
6/20/19 10:36,CCExlP2Can0-5,70,49.98,3.822913612,4.67942826,25,13465.8
6/20/19 10:37,CCExlP8Can0-5,71,32.24,3.55862298,4.31733105,25,9365.7
6/25/19 10:05,BPAddP10Can0-5,28,50,8.016174296,0.748699901,25,7917.8
6/25/19 10:06,BPAddP11Can0-5,29,50.06,7.456488414,0.480290587,25,9483.2
6/25/19 10:06,BPAddP12Can0-5,30,50,7.838763701,0.235865485,25,11036.9
6/25/19 10:07,BPCtrlP3Can0-5,31,50,8.97876347,0.384187018,25,5376
6/25/19 10:08,BPCtrlP5Can0-5,32,50,7.690169048,0.341550557,25,1663.2
6/25/19 10:09,BPCtrlP6Can0-5,33,50.02,7.047090405,0.74836677,25,7736.1
6/25/19 10:10,BPExlP1Can0-5,34,50.01,9.53965925,0.32887608,25,7578.4
6/25/19 10:11,BPExlP2Can0-5,35,49.97,10.32748793,0.85753604,25,11465
6/25/19 10:12,BPExlP7Can0-5,36,49.98,7.687769317,0.734357098,25,9613.4
6/25/19 10:13,ANTAddP2Can0-5,37,50,7.294341342,1.076290476,25,11243.3
6/25/19 10:14,ANTAddP5Can0-5,38,50,5.752237107,1.114535498,25,11409.7
6/25/19 10:15,ANTAddP11Can0-5,39,50.05,5.977610859,1.342524322,25,11924.3
6/25/19 10:19,ANTCtrlP7Can0-5,40,50.01,6.204208757,1.031900995,25,5759.4
6/25/19 10:20,ANTCtrlP8Can0-5,41,50.03,6.619347224,1.043835458,25,3565.9
6/25/19 10:21,ANTCtrlP10Can0-5,42,50.01,6.256742605,1.160754753,25,7396.6
6/25/19 10:21,ANTExlP6Can0-5,43,50,7.741090533,1.015403926,25,8063.4
6/25/19 10:22,ANTExlP9Can0-5,44,50.02,5.406542446,1.068618982,25,16736.3
6/25/19 10:23,ANTExlP12Can0-5,45,50.02,5.472881226,0.996569811,25,4495.5
6/25/19 10:24,BCAddP6Can0-5,46,50,6.077403086,2.36697454,25,12584.8
6/25/19 10:25,BCAddP9Can0-5,47,50.02,4.486408758,3.363955776,25,9428.1
6/25/19 10:26,BCAddP11Can0-5,48,50,5.317926348,2.112808283,25,10755.3
6/25/19 10:27,BCCtrlP2Can0-5,49,50,3.61524941,2.720803132,25,2782.9
6/25/19 10:28,BCCtrlP3Can0-5,50,50,4.127302522,3.103976423,25,4695.1
6/25/19 10:29,BCCtrlP5Can0-5,51,49.98,4.886900975,2.926136488,25,9896
6/25/19 10:33,BCExlP4Can0-5,52,50.01,3.912825784,3.051334163,25,12327
6/25/19 10:33,BCExlP8Can0-5,53,50.01,3.080074032,2.468175494,25,2842.8
6/25/19 10:34,BCExlP10Can0-5,54,50.03,5.421888651,3.478743104,25,7035
6/25/19 10:35,ARBAddP3Can0-5,55,50,6.081960817,2.893464885,25,19784.8
6/25/19 10:36,ARBAddP8Can0-5,56,50.04,6.268287418,2.838307935,25,18738.4
6/25/19 10:37,ARBAddP9Can0-5,57,50,7.557864451,2.556952278,25,9390
6/25/19 10:38,ARBCtrlP2Can0-5,58,50,5.908133,3.657894291,25,27246.4
6/25/19 10:39,ARBCtrlP5Can0-5,59,50.01,6.864405573,3.176974668,25,4283.2
6/25/19 10:40,ARBCtrlP6Can0-5,60,50.04,6.885721715,2.414045036,25,21381.9
6/25/19 10:41,ARBExlP1Can0-5,61,49.98,7.453757348,3.765443398,25,5014.5
6/25/19 10:42,ARBExlP7Can0-5,62,49.99,4.58435403,2.948820289,25,19017.6
6/25/19 10:43,ARBExlP10Can0-5,63,50.01,5.953211491,2.789975877,25,18654.6
6/25/19 10:47,CCAddP4Can0-5,64,41.36,3.63030266,5.496050551,25,38075
6/25/19 10:48,CCAddP6Can0-5,65,49.99,2.902263254,5.5384163,25,34568
6/25/19 10:49,CCAddP11Can0-5,66,50.04,3.707268172,4.960470097,25,19447.1
6/25/19 10:50,CCCtrlP3Can0-5,67,26.17,4.284715531,4.98965572,25,1927.6
6/25/19 10:51,CCCtrlP7Can0-5,68,34.03,4.239693673,4.74882095,25,14413.8
6/25/19 10:52,CCCtrlP12Can0-5,69,50.02,2.229858526,5.354646547,25,29760.8
6/25/19 10:53,CCExlP2Can0-5,70,49.98,3.822913612,4.67942826,25,23478.9
6/25/19 10:54,CCExlP8Can0-5,71,32.24,3.55862298,4.31733105,25,16204
6/25/19 10:55,Blank,0,0,0,0,25,1002.8
6/25/19 11:00,Blank,0,0,0,0,25,773.8
6/27/19 9:57,BPAddP10Can0-5,28,50,8.016174296,0.7486999,25,5147.7
6/27/19 9:58,BPAddP11Can0-5,29,50.06,7.456488414,0.48029059,25,6237.3
6/27/19 9:59,BPAddP12Can0-5,30,50,7.838763701,0.23586549,25,2417.9
6/27/19 10:00,BPCtrlP3Can0-5,31,50,8.97876347,0.38418702,25,7078.5
6/27/19 10:01,BPCtrlP5Can0-5,32,50,7.690169048,0.34155056,25,1982.3
6/27/19 10:02,BPCtrlP6Can0-5,33,50.02,7.047090405,0.74836677,25,4450.9
6/27/19 10:03,BPExlP1Can0-5,34,50.01,9.53965925,0.32887608,25,4391.5
6/27/19 10:03,BPExlP2Can0-5,35,49.97,10.32748793,0.85753604,25,7111
6/27/19 10:04,BPExlP7Can0-5,36,49.98,7.687769317,0.7343571,25,5313.6
6/27/19 10:05,ANTAddP2Can0-5,37,50,7.294341342,1.07629048,25,5781
6/27/19 10:06,ANTAddP5Can0-5,38,50,5.752237107,1.1145355,25,5418
6/27/19 10:07,ANTAddP11Can0-5,39,50.05,5.977610859,1.34252432,25,5895.7
6/27/19 10:12,ANTCtrlP7Can0-5,40,50.01,6.204208757,1.031901,25,4390.2
6/27/19 10:12,ANTCtrlP8Can0-5,41,50.03,6.619347224,1.04383546,25,3629
6/27/19 10:13,ANTCtrlP10Can0-5,42,50.01,6.256742605,1.16075475,25,4899.1
6/27/19 10:13,ANTExlP6Can0-5,43,50,7.741090533,1.01540393,25,5651.4
6/27/19 10:14,ANTExlP9Can0-5,44,50.02,5.406542446,1.06861898,25,9121.7
6/27/19 10:15,ANTExlP12Can0-5,45,50.02,5.472881226,0.99656981,25,5114
6/27/19 10:16,BCAddP6Can0-5,46,50,6.077403086,2.36697454,25,8053.8
6/27/19 10:17,BCAddP9Can0-5,47,50.02,4.486408758,3.36395578,25,9346.6
6/27/19 10:17,BCAddP11Can0-5,48,50,5.317926348,2.11280828,25,7401.1
6/27/19 10:18,BCCtrlP2Can0-5,49,50,3.61524941,2.72080313,25,4966.5
6/27/19 10:19,BCCtrlP3Can0-5,50,50,4.127302522,3.10397642,25,6367.3
6/27/19 10:20,BCCtrlP5Can0-5,51,49.98,4.886900975,2.92613649,25,6267.6
6/27/19 10:26,BCExlP4Can0-5,52,50.01,3.912825784,3.05133416,25,6160.7
6/27/19 10:27,BCExlP8Can0-5,53,50.01,3.080074032,2.46817549,25,3973.7
6/27/19 10:28,BCExlP10Can0-5,54,50.03,5.421888651,3.4787431,25,6607.4
6/27/19 10:29,ARBAddP3Can0-5,55,50,6.081960817,2.89346489,25,11735.6
6/27/19 10:30,ARBAddP8Can0-5,56,50.04,6.268287418,2.83830794,25,11294.3
6/27/19 10:31,ARBAddP9Can0-5,57,50,7.557864451,2.55695228,25,8436.3
6/27/19 10:31,ARBCtrlP2Can0-5,58,50,5.908133,3.65789429,25,14045.5
6/27/19 10:33,ARBCtrlP5Can0-5,59,50.01,6.864405573,3.17697467,25,4017.2
6/27/19 10:33,ARBCtrlP6Can0-5,60,50.04,6.885721715,2.41404504,25,11324.3
6/27/19 10:34,ARBExlP1Can0-5,61,49.98,7.453757348,3.7654434,25,5230.6
6/27/19 10:36,ARBExlP7Can0-5,62,49.99,4.58435403,2.94882029,25,12046.3
6/27/19 10:37,ARBExlP10Can0-5,63,50.01,5.953211491,2.78997588,25,11861.1
6/27/19 10:43,CCAddP4Can0-5,64,41.36,3.63030266,5.49605055,25,19316.2
6/27/19 10:44,CCAddP6Can0-5,65,49.99,2.902263254,5.5384163,25,17156.7
6/27/19 10:45,CCAddP11Can0-5,66,50.04,3.707268172,4.9604701,25,14309.2
6/27/19 10:45,CCCtrlP3Can0-5,67,26.17,4.284715531,4.98965572,25,2786.4
6/27/19 10:46,CCCtrlP7Can0-5,68,34.03,4.239693673,4.74882095,25,7457.2
6/27/19 10:47,CCCtrlP12Can0-5,69,50.02,2.229858526,5.35464655,25,19019.9
6/27/19 10:48,CCExlP2Can0-5,70,49.98,3.822913612,4.67942826,25,13049.9
6/27/19 10:49,CCExlP8Can0-5,71,32.24,3.55862298,4.31733105,25,7732.4
6/27/19 10:50,Blank,0,0,0,0,25,762.6
6/27/19 10:55,Blank,0,0,0,0,25,757.2
6/27/19 13:01,BPAddP10Can0-5,28,50,8.0161743,0.7486999,25,1957
6/27/19 13:01,BPAddP11Can0-5,29,50.06,7.45648841,0.48029059,25,2093
6/27/19 13:02,BPAddP12Can0-5,30,50,7.8387637,0.23586549,25,2303.6
6/27/19 13:02,BPCtrlP3Can0-5,31,50,8.97876347,0.38418702,25,2509.2
6/27/19 13:03,BPCtrlP5Can0-5,32,50,7.69016905,0.34155056,25,1403.1
6/27/19 13:03,BPCtrlP6Can0-5,33,50.02,7.04709041,0.74836677,25,4581.7
6/27/19 13:04,BPExlP1Can0-5,34,50.01,9.53965925,0.32887608,25,4389.2
6/27/19 13:04,BPExlP2Can0-5,35,49.97,10.3274879,0.85753604,25,2096
6/27/19 13:05,BPExlP7Can0-5,36,49.98,7.68776932,0.7343571,25,1835.6
6/27/19 13:05,ANTAddP2Can0-5,37,50,7.29434134,1.07629048,25,1967.6
6/27/19 13:06,ANTAddP5Can0-5,38,50,5.75223711,1.1145355,25,1677.4
6/27/19 13:06,ANTAddP11Can0-5,39,50.05,5.97761086,1.34252432,25,1331.2
6/27/19 13:08,ANTCtrlP7Can0-5,40,50.01,6.20420876,1.031901,25,4622.1
6/27/19 13:08,ANTCtrlP8Can0-5,41,50.03,6.61934722,1.04383546,25,3587.6
6/27/19 13:09,ANTCtrlP10Can0-5,42,50.01,6.25674261,1.16075475,25,5408.9
6/27/19 13:10,ANTExlP6Can0-5,43,50,7.74109053,1.01540393,25,1651
6/27/19 13:11,ANTExlP9Can0-5,44,50.02,5.40654245,1.06861898,25,1971.6
6/27/19 13:11,ANTExlP12Can0-5,45,50.02,5.47288123,0.99656981,25,2263.4
6/27/19 13:12,BCAddP6Can0-5,46,50,6.07740309,2.36697454,25,3083.4
6/27/19 13:12,BCAddP9Can0-5,47,50.02,4.48640876,3.36395578,25,3397.4
6/27/19 13:13,BCAddP11Can0-5,48,50,5.31792635,2.11280828,25,2959.5
6/27/19 13:13,BCCtrlP2Can0-5,49,50,3.61524941,2.72080313,25,5136.4
6/27/19 13:15,BCCtrlP3Can0-5,50,50,4.12730252,3.10397642,25,2701.7
6/27/19 13:16,BCCtrlP5Can0-5,51,49.98,4.88690098,2.92613649,25,2650.8
6/27/19 13:20,BCExlP4Can0-5,52,50.01,3.91282578,3.05133416,25,3402
6/27/19 13:21,BCExlP8Can0-5,53,50.01,3.08007403,2.46817549,25,3952.3
6/27/19 13:21,BCExlP10Can0-5,54,50.03,5.42188865,3.4787431,25,3028.5
6/27/19 13:22,ARBAddP3Can0-5,55,50,6.08196082,2.89346489,25,2594.8
6/27/19 13:22,ARBAddP8Can0-5,56,50.04,6.26828742,2.83830794,25,2389.8
6/27/19 13:24,ARBAddP9Can0-5,57,50,7.55786445,2.55695228,25,2172.1
6/27/19 13:30,ARBCtrlP2Can0-5,58,50,5.908133,3.65789429,25,2729.2
6/27/19 13:30,ARBCtrlP5Can0-5,59,50.01,6.86440557,3.17697467,25,3717.6
6/27/19 13:31,ARBCtrlP6Can0-5,60,50.04,6.88572172,2.41404504,25,2794.1
6/27/19 13:31,ARBExlP1Can0-5,61,49.98,7.45375735,3.7654434,25,1746.2
6/27/19 13:32,ARBExlP7Can0-5,62,49.99,4.58435403,2.94882029,25,2429.4
6/27/19 13:32,ARBExlP10Can0-5,63,50.01,5.95321149,2.78997588,25,2868.2
6/27/19 13:33,CCAddP4Can0-5,64,41.36,3.63030266,5.49605055,25,3214.4
6/27/19 13:34,CCAddP6Can0-5,65,49.99,2.90226325,5.5384163,25,2731.7
6/27/19 13:34,CCAddP11Can0-5,66,50.04,3.70726817,4.9604701,25,3643.3
6/27/19 13:35,CCCtrlP3Can0-5,67,26.17,4.28471553,4.98965572,25,2672.6
6/27/19 13:35,CCCtrlP7Can0-5,68,34.03,4.23969367,4.74882095,25,1523.4
6/27/19 13:36,CCCtrlP12Can0-5,69,50.02,2.22985853,5.35464655,25,2844.1
6/27/19 13:36,CCExlP2Can0-5,70,49.98,3.82291361,4.67942826,25,2749.8
6/27/19 13:37,CCExlP8Can0-5,71,32.24,3.55862298,4.31733105,25,1491
6/27/19 13:37,Blank,0,0,0,0,25,716.3
7/1/19 11:14,BPAddP10Can0-5,28,50,8.016174296,0.748699901,25,4781.1
7/1/19 11:14,BPAddP11Can0-5,29,50.06,7.456488414,0.480290587,25,6903.1
7/1/19 11:15,BPAddP12Can0-5,30,50,7.838763701,0.235865485,25,2488.5
7/1/19 11:15,BPCtrlP3Can0-5,31,50,8.97876347,0.384187018,25,8927.5
7/1/19 11:19,BPCtrlP5Can0-5,32,50,7.690169048,0.341550557,25,5317
7/1/19 11:20,BPCtrlP6Can0-5,33,50.02,7.047090405,0.74836677,25,6631
7/1/19 11:21,BPExlP1Can0-5,34,50.01,9.53965925,0.32887608,25,5887.2
7/1/19 11:22,BPExlP2Can0-5,35,49.97,10.32748793,0.85753604,25,6301
7/1/19 11:23,BPExlP7Can0-5,36,49.98,7.687769317,0.734357098,25,1621.9
7/1/19 11:24,ANTAddP2Can0-5,37,50,7.294341342,1.076290476,25,7857.9
7/1/19 11:25,ANTAddP5Can0-5,38,50,5.752237107,1.114535498,25,3096.8
7/1/19 11:26,ANTAddP11Can0-5,39,50.05,5.977610859,1.342524322,25,8088.5
7/1/19 11:38,ANTCtrlP7Can0-5,40,50.01,6.204208757,1.031900995,25,8917.4
7/1/19 11:38,ANTCtrlP8Can0-5,41,50.03,6.619347224,1.043835458,25,2965.6
7/1/19 11:39,ANTCtrlP10Can0-5,42,50.01,6.256742605,1.160754753,25,7109.9
7/1/19 11:40,ANTExlP6Can0-5,43,50,7.741090533,1.015403926,25,8973.8
7/1/19 11:40,ANTExlP9Can0-5,44,50.02,5.406542446,1.068618982,25,12439.6
7/1/19 11:41,ANTExlP12Can0-5,45,50.02,5.472881226,0.996569811,25,3136
7/1/19 11:42,BCAddP6Can0-5,46,50,6.077403086,2.36697454,25,8091.2
7/1/19 11:43,BCAddP9Can0-5,47,50.02,4.486408758,3.363955776,25,12811.3
7/1/19 11:44,BCAddP11Can0-5,48,50,5.317926348,2.112808283,25,7801
7/1/19 11:45,BCCtrlP2Can0-5,49,50,3.61524941,2.720803132,25,1471.8
7/1/19 11:46,BCCtrlP3Can0-5,50,50,4.127302522,3.103976423,25,2377.6
7/1/19 11:47,BCCtrlP5Can0-5,51,49.98,4.886900975,2.926136488,25,6468.2
7/1/19 11:56,BCCtrlP4Can0-5,52,50.01,3.912825784,3.051334163,25,8716.7
7/1/19 11:59,BCExlP8Can0-5,53,50.01,3.080074032,2.468175494,25,3568.8
7/1/19 12:00,BCExlP10Can0-5,54,50.03,5.421888651,3.478743104,25,7537.7
7/1/19 12:01,ARBAddP3Can0-5,55,50,6.081960817,2.893464885,25,15202.8
7/1/19 12:02,ARBAddP8Can0-5,56,50.04,6.268287418,2.838307935,25,13052.9
7/1/19 12:02,ARBAddP9Can0-5,57,50,7.557864451,2.556952278,25,8336.3
7/1/19 12:03,ARBCtrlP2Can0-5,58,50,5.908133,3.657894291,25,18610.4
7/1/19 12:04,ARBCtrlP5Can0-5,59,50.01,6.864405573,3.176974668,25,3662.7
7/1/19 12:05,ARBCtrlP6Can0-5,60,50.04,6.885721715,2.414045036,25,13720.1
7/1/19 12:06,ARBExlP1Can0-5,61,49.98,7.453757348,3.765443398,25,4570.1
7/1/19 12:07,ARBExlP7Can0-5,62,49.99,4.58435403,2.948820289,25,14715.9
7/1/19 12:08,ARBExlP10Can0-5,63,50.01,5.953211491,2.789975877,25,14025.3
7/1/19 12:12,CCAddP4Can0-5,64,41.36,3.63030266,5.496050551,25,26275.3
7/1/19 12:12,CCAddP6Can0-5,65,49.99,2.902263254,5.5384163,25,21337
7/1/19 12:13,CCAddP11Can0-5,66,50.04,3.707268172,4.960470097,25,17068.6
7/1/19 12:14,CCCtrlP3Can0-5,67,26.17,4.284715531,4.98965572,25,5855.1
7/1/19 12:14,CCCtrlP7Can0-5,68,34.03,4.239693673,4.74882095,25,10220
7/1/19 12:15,CCCtrlP12Can0-5,69,50.02,2.229858526,5.354646547,25,23430.1
7/1/19 12:16,CCExlP2Can0-5,70,49.98,3.822913612,4.67942826,25,16267.6
7/1/19 12:17,CCExlP8Can0-5,71,32.24,3.55862298,4.31733105,25,7443
7/1/19 12:17,blank,,0,0,0,25,695.5
7/1/19 12:23,blank,,0,0,0,25,580
7/1/19 12:56,BPAddP10Can0-5,28,50,8.016174296,0.748699901,25,5510.1
7/1/19 12:57,BPAddP11Can0-5,29,50.06,7.456488414,0.480290587,25,3737.6
7/1/19 12:58,BPAddP12Can0-5,30,50,7.838763701,0.235865485,25,3377.1
7/1/19 12:58,BPCtrlP3Can0-5,31,50,8.97876347,0.384187018,25,3944.7
7/1/19 12:59,BPCtrlP5Can0-5,32,50,7.690169048,0.341550557,25,2814.3
7/1/19 12:59,BPCtrlP6Can0-5,33,50.02,7.047090405,0.74836677,25,2716
7/1/19 13:00,BPExlP1Can0-5,34,50.01,9.53965925,0.32887608,25,2707.9
7/1/19 13:00,BPExlP2Can0-5,35,49.97,10.32748793,0.85753604,25,3196.6
7/1/19 13:01,BPExlP7Can0-5,36,49.98,7.687769317,0.734357098,25,1742.5
7/1/19 13:01,ANTAddP2Can0-5,37,50,7.294341342,1.076290476,25,3721.9
7/1/19 13:02,ANTAddP5Can0-5,38,50,5.752237107,1.114535498,25,5580.1
7/1/19 13:03,ANTAddP11Can0-5,39,50.05,5.977610859,1.342524322,25,3443.9
7/1/19 13:07,ANTCtrlP7Can0-5,40,50.01,6.204208757,1.031900995,25,1680.7
7/1/19 13:10,ANTCtrlP8Can0-5,41,50.03,6.619347224,1.043835458,25,3439.9
7/1/19 13:11,ANTCtrlP10Can0-5,42,50.01,6.256742605,1.160754753,25,3704.3
7/1/19 13:11,ANTExlP6Can0-5,43,50,7.741090533,1.015403926,25,3445.9
7/1/19 13:12,ANTExlP9Can0-5,44,50.02,5.406542446,1.068618982,25,4866.1
7/1/19 13:14,ANTExlP12Can0-5,45,50.02,5.472881226,0.996569811,25,3225.3
7/1/19 13:14,BCAddP6Can0-5,46,50,6.077403086,2.36697454,25,4535.5
7/1/19 13:15,BCAddP9Can0-5,47,50.02,4.486408758,3.363955776,25,6190.9
7/1/19 13:16,BCAddP11Can0-5,48,50,5.317926348,2.112808283,25,4389
7/1/19 13:16,BCCtrlP2Can0-5,49,50,3.61524941,2.720803132,25,2008.8
7/1/19 13:17,BCCtrlP3Can0-5,50,50,4.127302522,3.103976423,25,2435.5
7/1/19 13:17,BCCtrlP5Can0-5,51,49.98,4.886900975,2.926136488,25,2778.5
7/1/19 13:22,BCCtrlP4Can0-5,52,50.01,3.912825784,3.051334163,25,4778.8
7/1/19 13:22,BCExlP8Can0-5,53,50.01,3.080074032,2.468175494,25,3687.1
7/1/19 13:23,BCExlP10Can0-5,54,50.03,5.421888651,3.478743104,25,4011
7/1/19 13:23,ARBAddP3Can0-5,55,50,6.081960817,2.893464885,25,6402.2
7/1/19 13:24,ARBAddP8Can0-5,56,50.04,6.268287418,2.838307935,25,5278.9
7/1/19 13:25,ARBAddP9Can0-5,57,50,7.557864451,2.556952278,25,4424.8
7/1/19 13:26,ARBCtrlP2Can0-5,58,50,5.908133,3.657894291,25,7219.6
7/1/19 13:26,ARBCtrlP5Can0-5,59,50.01,6.864405573,3.176974668,25,5436.8
7/1/19 13:27,ARBCtrlP6Can0-5,60,50.04,6.885721715,2.414045036,25,5944.5
7/1/19 13:28,ARBExlP1Can0-5,61,49.98,7.453757348,3.765443398,25,4465.6
7/1/19 13:29,ARBExlP7Can0-5,62,49.99,4.58435403,2.948820289,25,6300.1
7/1/19 13:29,ARBExlP10Can0-5,63,50.01,5.953211491,2.789975877,25,6088.9
7/1/19 13:35,CCAddP4Can0-5,64,41.36,3.63030266,5.496050551,25,8986.3
7/1/19 13:36,CCAddP6Can0-5,65,49.99,2.902263254,5.5384163,25,8742.4
7/1/19 13:37,CCAddP11Can0-5,66,50.04,3.707268172,4.960470097,25,7840.8
7/1/19 13:37,CCCtrlP3Can0-5,67,26.17,4.284715531,4.98965572,25,2887.3
7/1/19 13:38,CCCtrlP7Can0-5,68,34.03,4.239693673,4.74882095,25,3665.9
7/1/19 13:38,CCCtrlP12Can0-5,69,50.02,2.229858526,5.354646547,25,8861.3
7/1/19 13:39,CCExlP2Can0-5,70,49.98,3.822913612,4.67942826,25,6474.1
7/1/19 13:40,CCExlP8Can0-5,71,32.24,3.55862298,4.31733105,25,3378.1
7/1/19 13:41,blank,,0,0,0,25,609.9
7/1/19 13:45,blank,,0,0,0,25,603.3
7/5/19 9:43,BPAddP10Can0-5,28,50,8.016174296,0.748699901,25,4176.9
7/5/19 9:43,BPAddP11Can0-5,29,50.06,7.456488414,0.480290587,25,7667.6
7/5/19 9:44,BPAddP12Can0-5,30,50,7.838763701,0.235865485,25,5688.6
7/5/19 9:45,BPCtrlP3Can0-5,31,50,8.97876347,0.384187018,25,7921.5
7/5/19 9:46,BPCtrlP5Can0-5,32,50,7.690169048,0.341550557,25,4671.7
7/5/19 9:47,BPCtrlP6Can0-5,33,50.02,7.047090405,0.74836677,25,4560.2
7/5/19 9:47,BPExlP1Can0-5,34,50.01,9.53965925,0.32887608,25,4507.2
7/5/19 9:48,BPExlP2Can0-5,35,49.97,10.32748793,0.85753604,25,6164.9
7/5/19 9:49,BPExlP7Can0-5,36,49.98,7.687769317,0.734357098,25,2983.1
7/5/19 9:50,ANTAddP2Can0-5,37,50,7.294341342,1.076290476,25,7964.1
7/5/19 9:50,ANTAddP5Can0-5,38,50,5.752237107,1.114535498,25,2572.5
7/5/19 9:51,ANTAddP11Can0-5,39,50.05,5.977610859,1.342524322,25,9927
7/5/19 9:57,ANTCtrlP7Can0-5,40,50.01,6.204208757,1.031900995,25,2634.7
7/5/19 9:57,ANTCtrlP8Can0-5,41,50.03,6.619347224,1.043835458,25,4136.9
