date,site,Plot,Treatment,Microsite,Cycle,HHMMSS,FTime,EFFLUX,RHcmbr%,Tsoil_C,Tsch_C
180816,BlackPoint,1,Exl,IC,1,10:05:58,279,0.346,30.19,22.09,22.45
180816,BlackPoint,1,Exl,IC,2,10:08:39,440.5,0.407,32.14,22.16,22.86
180816,BlackPoint,1,Exl,IC,3,10:11:03,584.5,0.367,32.9,22.24,23.18
180816,BlackPoint,1,Exl,IC,4,10:13:19,720,0.32,33.56,22.34,23.43
180816,BlackPoint,1,Exl,Can,1,10:15:50,871.5,0.762,30.32,22.44,23.98
180816,BlackPoint,1,Exl,Can,2,10:17:44,985.5,0.781,32.9,22.51,24.31
180816,BlackPoint,1,Exl,Can,3,10:19:39,1100,0.757,33.92,22.58,24.59
180816,BlackPoint,1,Exl,Can,4,10:21:33,1214,0.769,34.56,22.66,24.89
180816,BlackPoint,3,Ctrl,IC,1,10:25:25,1446.5,0.769,34.31,21.79,25.88
180816,BlackPoint,3,Ctrl,IC,2,10:27:20,1561.5,0.782,37.16,21.78,26.11
180816,BlackPoint,3,Ctrl,IC,3,10:29:15,1677,0.767,37.97,21.8,26.39
180816,BlackPoint,3,Ctrl,IC,4,10:31:10,1791.5,0.76,38.35,21.86,26.55
180816,BlackPoint,3,Ctrl,Can,1,10:33:34,1936,0.832,31.09,21.93,26.69
180816,BlackPoint,3,Ctrl,Can,2,10:35:34,2055.5,0.858,32.8,22,26.7
180816,BlackPoint,3,Ctrl,Can,3,10:37:34,2176,0.881,33.64,22.05,26.81
180816,BlackPoint,3,Ctrl,Can,4,10:39:35,2296.5,0.877,34.44,22.06,26.77
180816,BlackPoint,9,Add,IC,1,10:43:07,2508.5,0.723,38.53,22.64,27.71
180816,BlackPoint,9,Add,IC,2,10:45:11,2633,0.716,39.95,22.74,28.36
180816,BlackPoint,9,Add,IC,3,10:47:11,2753,0.725,39.98,22.89,28.98
180816,BlackPoint,9,Add,IC,4,10:49:05,2867,0.756,39.82,22.96,29.5
180816,BlackPoint,9,Add,Can,1,10:51:56,3037.5,1.23,34.91,22.84,30.2
180816,BlackPoint,9,Add,Can,2,10:53:29,3130.5,1.23,38.54,22.91,30.55
180816,BlackPoint,9,Add,Can,3,10:54:49,3211,1.26,39.65,22.98,30.79
180816,BlackPoint,9,Add,Can,4,10:56:14,3296,1.24,40.18,23.06,31.03
180816,BlackPoint,2,Exl,IC,1,11:00:10,3532,0.709,17.47,24.81,31.82
180816,BlackPoint,2,Exl,IC,2,11:02:04,3646,0.707,20.01,24.51,31.88
180816,BlackPoint,2,Exl,IC,3,11:03:59,3760.5,0.65,21.64,24.44,31.95
180816,BlackPoint,2,Exl,IC,4,11:05:53,3874.5,0.619,22.66,24.63,32.1
180816,BlackPoint,2,Exl,Can,1,11:08:27,4029,0.714,22.04,25.01,32.73
180816,BlackPoint,2,Exl,Can,2,11:10:22,4144,0.72,25.27,25.08,33.29
