date,site,Plot,Treatment,Microsite,Cycle,HHMMSS,FTime,EFFLUX,RHcmbr%,Tsoil_C,Tsch_C
180620,Antelope,1,Add,IC,1,13:32:35,1230,0.376,5.36,39.07,42.97
180620,Antelope,1,Add,IC,2,13:35:07,1381.5,0.0695,5.11,39.23,43.26
180620,Antelope,1,Add,IC,3,13:38:53,1607.5,0.00343,4.94,39.32,43.4
180620,Antelope,1,Add,IC,4,13:43:09,1864,0.194,4.69,39.73,44.11
180620,Antelope,1,Add,Can,1,13:45:50,2024.5,0.246,4.46,39.86,44.89
180620,Antelope,1,Add,Can,2,13:47:57,2151.5,0.282,4.31,39.95,44.82
180620,Antelope,1,Add,Can,3,13:50:14,2289,0.276,4.25,40.04,44.59
180620,Antelope,1,Add,Can,4,13:52:43,2437.5,0.345,4.33,40.31,44
180620,Antelope,2,Add,IC,1,13:56:16,2651,0.257,4.23,40.1,44.57
180620,Antelope,2,Add,IC,2,13:58:35,2789.5,0.295,4.04,40.35,44.56
180620,Antelope,2,Add,IC,3,14:01:03,2937.5,0.277,3.91,40.65,44.69
180620,Antelope,2,Add,IC,4,14:03:12,3067,0.222,3.89,40.64,44.76
180620,Antelope,2,Add,Can,1,14:06:00,3234.5,0.192,3.93,41.01,45.62
180620,Antelope,2,Add,Can,2,14:08:09,3364,0.222,3.9,41.36,45.49
180620,Antelope,2,Add,Can,3,14:10:26,3501,0.154,3.81,41.45,45.39
180620,Antelope,2,Add,Can,4,14:12:57,3652,0.181,3.74,41.61,45.38
