date,site,Plot,Treatment,Microsite,Cycle,HHMMSS,FTime,EFFLUX,RHcmbr%,Tsoil_C,Tsch_C
180911,Arboretum,1,Exl,IC,1,10:07:25,241.5,1.07,2.33,15.64,22.85
180911,Arboretum,1,Exl,IC,2,10:09:01,337.5,1.4,2.62,15.72,22.79
180911,Arboretum,1,Exl,IC,3,10:10:31,427.5,1.49,2.61,15.8,22.72
180911,Arboretum,1,Exl,IC,4,10:12:15,532,1.39,2.75,15.85,22.76
180911,Arboretum,1,Exl,Can,1,10:57:52,200.5,0.766,-2.66,15.46,27.57
180911,Arboretum,1,Exl,Can,2,10:59:46,314.5,0.7,-2.7,15.79,27.31
180911,Arboretum,1,Exl,Can,3,11:01:40,428.5,0.821,-2.74,16.05,26.88
180911,Arboretum,1,Exl,Can,4,11:03:35,543.5,0.72,-2.68,16.16,26.6
180911,Arboretum,2,Ctrl,IC,1,11:06:37,725,1.88,2.08,14.15,26.42
180911,Arboretum,2,Ctrl,IC,2,11:07:26,774,2.01,2.74,14.17,26.56
180911,Arboretum,2,Ctrl,IC,3,11:08:16,824.5,2,3.06,14.28,26.67
180911,Arboretum,2,Ctrl,IC,4,11:09:07,875.5,1.97,3.05,14.37,26.87
180911,Arboretum,2,Ctrl,Can,1,11:11:06,994,1.63,2.64,14.6,27.11
180911,Arboretum,2,Ctrl,Can,2,11:12:05,1053,1.54,2.81,14.66,27.3
180911,Arboretum,2,Ctrl,Can,3,11:13:05,1113,1.61,2.93,14.69,27.49
180911,Arboretum,2,Ctrl,Can,4,11:14:04,1172.5,1.61,2.99,14.68,27.61
180911,Arboretum,3,Add,IC,1,11:16:55,1343.5,2.38,3.94,14.48,27.42
180911,Arboretum,3,Add,IC,2,11:17:42,1390.5,2.39,4.84,14.22,27.45
180911,Arboretum,3,Add,IC,3,11:18:28,1436.5,2.43,5.22,14.04,27.39
180911,Arboretum,3,Add,IC,4,11:19:15,1483,2.39,5.41,13.9,27.38
180911,Arboretum,3,Add,Can,1,11:21:33,1621,1.75,0.31,13.7,26.69
180911,Arboretum,3,Add,Can,2,11:22:59,1707,1.75,0.97,13.7,26.55
180911,Arboretum,3,Add,Can,3,11:24:26,1794,1.74,1.39,13.75,26.5
180911,Arboretum,3,Add,Can,4,11:25:55,1883,1.72,1.73,13.74,26.22
180911,Arboretum,4,Exl,IC,1,11:29:30,2098.5,0.666,-2.06,18.18,28.04
180911,Arboretum,4,Exl,IC,2,11:31:25,2213.5,0.611,-1.96,17.94,28.58
180911,Arboretum,4,Exl,IC,3,11:33:20,2328,0.674,-2.56,17.98,28.97
180911,Arboretum,4,Exl,IC,4,11:35:15,2443,0.563,-2.49,18.09,29.4
180911,Arboretum,4,Exl,Can,1,11:37:40,2588.5,0.561,-2.91,18,29.58
180911,Arboretum,4,Exl,Can,2,11:39:35,2703.5,0.584,-2.57,18.06,29.57
180911,Arboretum,4,Exl,Can,3,11:41:30,2818,0.621,-2.35,18.11,29.51
180911,Arboretum,4,Exl,Can,4,11:43:25,2933,0.619,-2.18,18.08,29.52
180911,Arboretum,5,Ctrl,IC,1,12:00:48,3976.5,2.41,-0.6,14.08,30.36
180911,Arboretum,5,Ctrl,IC,2,12:01:50,4038.5,1.94,-0.46,14.14,30.4
180911,Arboretum,5,Ctrl,IC,3,12:02:52,4100,2,-0.38,14.3,30.51
180911,Arboretum,5,Ctrl,IC,4,12:03:58,4167,1.91,-0.27,14.45,30.57
180911,Arboretum,5,Ctrl,Can,1,12:06:39,4328,1.41,-3.62,14.72,30.64
180911,Arboretum,5,Ctrl,Can,2,12:08:14,4423,1.47,-3.35,14.8,30.66
180911,Arboretum,5,Ctrl,Can,3,12:09:49,4518,1.49,-3.12,14.87,30.74
